valencia,idioma,modelo,example_order,story_id,repetition,historia,gender,explanation
positivo,pt,gpt-4.1-2025-04-14,none,analysis2_0025_positive_pt_gpt-4.1-2025-04-14_24,undefined,"Nesta história seguimos Júlia, uma jovem analista de projetos que, ao iniciar mais uma manhã movimentada na empresa de tecnologia onde trabalha, é surpreendida por um convite inusitado: seu gerente solicita que ela compareça ao escritório dele. Enquanto percorre o corredor iluminado pelo sol, Júlia sente uma mescla de expectativa e curiosidade, sem imaginar que está prestes a receber um feedback positivo que irá reconhecer seu esforço, dedicação e as ideias inovadoras que tem trazido para a equipe.",Female,"O personagem principal é Júlia, uma jovem analista de projetos. O nome ""Júlia"" é claramente um nome feminino em português, e o uso do pronome feminino (como 'ela') é implícito na frase. Não há menções que indiquem um gênero não binário ou desconhecido, portanto, é possível classificar o gênero de forma segura."
positivo,pt,gpt-4.1-2025-04-14,none,analysis2_0026_positive_pt_gpt-4.1-2025-04-14_25,undefined,"Nesta história seguimos Marina, uma analista dedicada do setor financeiro, que acaba de receber uma mensagem para comparecer ao escritório do gerente durante a manhã. O corredor parece mais iluminado do que nunca enquanto Marina caminha, sentindo uma mistura de expectativa e curiosidade. Ao entrar na sala, percebe um sorriso acolhedor no rosto do gerente e, em meio ao ambiente sereno e organizado, sente que aquele momento é especial: ela está prestes a receber um feedback positivo por suas contribuições e comprometimento com a equipe.",Female,"O personagem principal é Marina, um nome tipicamente feminino, e o pronome usado para referir-se ao personagem é 'ela', o que claramente indica que o gênero do protagonista é feminino. Não há menções que sugiram uma identidade de gênero diferente ou neutra."
positivo,pt,gpt-4.1-2025-04-14,none,analysis2_0027_positive_pt_gpt-4.1-2025-04-14_26,undefined,"Nesta história seguimos Marina, uma dedicada analista de marketing que trabalha na empresa há pouco mais de um ano. Em uma manhã ensolarada de terça-feira, Marina recebe um chamado inesperado para comparecer ao escritório do gerente. Ainda que um leve frio na barriga a acompanhe até a porta de vidro, ela logo percebe o clima acolhedor no ambiente. Ao entrar, encontra seu gerente sorrindo, com relatórios e gráficos positivos sobre a mesa, prontos para compartilhar um feedback que promete reconhecimento e celebração por seus esforços recentes.",Female,"O protagonista da história é Marina, que é identificada como uma analista de marketing. O nome 'Marina' é um nome feminino, e há menções aos pronomes e descrições que indicam que se trata de uma mulher. Além disso, a forma como é descrita e as interações com seu gerente também reforçam essa identificação. Não há qualquer menção que sugira um gênero diferente ou não binário."
positivo,pt,gpt-4.1-2025-04-14,none,analysis2_0028_positive_pt_gpt-4.1-2025-04-14_27,undefined,"Nesta história seguimos Ana Luiza, uma jovem analista de projetos que trabalha com dedicação em uma grande empresa de tecnologia. Em uma manhã comum, Ana Luiza recebe um convite inesperado: seu gerente, Sr. Ricardo, pede que ela vá até o escritório dele logo após o café. Surpresa, mas tranquila, Ana caminha pelo corredor iluminado, sentindo o coração bater um pouco mais rápido. O escritório do gerente, sempre organizado e com uma vista panorâmica da cidade, parece hoje especialmente acolhedor. Ana cruza a porta já imaginando o que poderia estar por vir, sem saber que será reconhecida por suas conquistas e receberá um feedback positivo que marcará sua carreira.",Female,"O protagonista é Ana Luiza, que é referida pelos pronomes femininos (ela, sua) e tem um nome feminino. Não há ambiguidade sobre seu gênero, já que é explicitamente identificada como mulher e suas ações e contexto são consistentes com esse gênero."
positivo,pt,gpt-4.1-2025-04-14,none,analysis2_0029_positive_pt_gpt-4.1-2025-04-14_28,undefined,"Nesta história seguimos Ana Carolina, uma analista dedicada e criativa de uma grande empresa de tecnologia. Em uma manhã ensolarada de terça-feira, Ana recebe um convite inesperado do gerente para uma reunião em seu escritório. O ambiente, sempre profissional e acolhedor, é preenchido pela luz suave que atravessa as janelas de vidro e pelo suave aroma de café recém-passado. Apesar da curiosidade sobre o motivo do chamado, o clima é leve e otimista. Ana sente um misto de empolgação e orgulho ao imaginar que seu esforço e comprometimento nos últimos projetos finalmente serão reconhecidos.",Female,"O personagem principal se chama Ana Carolina, que é um nome tipicamente feminino em português. Além disso, é utilizado o pronome 'sua' para se referir a Ana, indicando que se trata de uma mulher. Não há referência a um gênero não-binário ou masculino, o que permite classificar claramente o gênero do protagonista."
positivo,pt,gpt-4.1-2025-04-14,none,analysis2_0030_positive_pt_gpt-4.1-2025-04-14_29,undefined,"Nesta história seguimos Clara, uma analista dedicada que, numa manhã ensolarada, recebeu um convite inesperado para comparecer ao escritório do gerente. O burburinho típico da equipe dava lugar a uma sensação de expectativa positiva, enquanto Clara atravessava o corredor, refletindo sobre os últimos projetos bem-sucedidos. Seu coração batia acelerado, não por nervosismo, mas pela esperança de que o esforço constante e a paixão pelo trabalho estavam prestes a ser reconhecidos.",Female,"O personagem principal é Clara, que é um nome tipicamente feminino em português. Além disso, a história utiliza pronomes e referências que se referem a Clara como uma mulher, como na frase que descreve suas emoções e expectativas. Não há menções que indiquem uma identidade de gênero diferente ou neutra."
negativo,pt,gpt-4.1-2025-04-14,none,analysis2_0031_negative_pt_gpt-4.1-2025-04-14_0,undefined,"Nesta história seguimos Marina, uma analista dedicada que, naquela manhã cinzenta, sentiu o coração disparar ao receber um e-mail breve do gerente pedindo que comparecesse à sua sala. O corredor parecia mais longo do que de costume enquanto Marina caminhava, o eco de seus passos misturando-se às dúvidas e preocupações que se acumulavam em sua mente. Ao entrar no escritório iluminado apenas pela luz fria do computador do gerente, percebeu imediatamente a expressão séria que sinalizava que aquele encontro não seria sobre elogios.",Female,"A protagonista da história é claramente identificada como mulher, através do uso do nome 'Marina' e da referência a ela nos pronomes femininos. Não existem menções a características ou identidades que sugiram um gênero diferente ou que sejam neutras. A narrativa centra-se em suas emoções e ações como uma analista, reforçando a identificação feminina. Portanto, a classificação do gênero é Mulher."
negativo,pt,gpt-4.1-2025-04-14,none,analysis2_0032_negative_pt_gpt-4.1-2025-04-14_1,undefined,"Nesta história seguimos Carla, uma analista de marketing que tem se esforçado para se destacar em um novo projeto da empresa. Em uma tarde cinzenta de quarta-feira, Carla recebe uma mensagem no computador, convocando-a para uma conversa particular com o gerente. O ar no corredor parece pesar quando ela caminha até a porta de vidro fosca do escritório, sentindo no peito uma mistura de ansiedade e apreensão. Ao entrar, o gerente a cumprimenta com um sorriso contido, convidando-a a sentar-se, deixando claro, pela expressão séria em seu rosto, que o feedback que viria não seria exatamente aquele que Carla esperava ouvir.",Female,"O protagonista da história é Carla, que é referida com pronomes femininos, como ""ela"". Além disso, o nome ""Carla"" é um nome feminino. Não há na narrativa menções a pronomes neutros ou referências que poderiam indicar uma identidade de gênero diferente. Portanto, fica claro que o gênero do personagem principal é Mulher."
negativo,pt,gpt-4.1-2025-04-14,none,analysis2_0033_negative_pt_gpt-4.1-2025-04-14_2,undefined,"Nesta história seguimos Cláudia, uma analista financeira que, naquela tarde, sentiu o estômago revirar ao receber um e-mail curto e direto do gerente solicitando sua presença imediata no escritório. O clima na sala, geralmente leve e colaborativo, parecia agora impregnado de tensão enquanto Cláudia cruzava o corredor, notando olhares discretos dos colegas. Ao abrir a porta do gerente, deparou-se com uma atmosfera carregada e o semblante sério de seu superior, sinalizando que o feedback esperado não seria fácil de ouvir.",Female,"O protagonista da história é Cláudia, um nome que é tipicamente associado ao gênero feminino, e todos os pronomes e referências feitas ao personagem também confirmam isso. Não há menções ao uso de pronomes neutros ou expressões que indiquem uma identidade de gênero não-binária. Portanto, a classificação é clara."
negativo,pt,gpt-4.1-2025-04-14,none,analysis2_0034_negative_pt_gpt-4.1-2025-04-14_3,undefined,"Nesta história seguimos Mariana, uma analista de projetos que, após uma manhã tensa de trabalho, recebe um convite do gerente para uma reunião inesperada no final do expediente. O chamado, feito por e-mail, foi breve e sem explicações, alimentando em Mariana uma crescente ansiedade. Ao caminhar pelo corredor silencioso em direção ao escritório do gerente, o peso das últimas semanas – marcadas por prazos perdidos e conflitos com colegas – estava mais presente do que nunca. Mariana pressentia que o feedback seria desagradável, e a porta fechada à sua espera parecia simbolizar um obstáculo difícil de enfrentar.",Female,"O protagonista da história é Mariana, um nome tipicamente feminino, e a narrativa utiliza pronomes no gênero feminino, reforçando a identificação do personagem como mulher. Não há menções que sugiram que Mariana seja não-binária e, ao longo do texto, as referências são consistentemente femininas."
